reference	book	chapter	verse	category	priority	signals	reason	text
Luke 6:8	Luke	6	8	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"But he knew their thoughts; and they said to the one who had the withered hand, ""Rise up, and stand in the middle."" He arose and stood."
Luke 6:22	Luke	6	22	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	Blessed are you when people shall hate you, and when they shall exclude and mock you, and throw out your name as unripe, for the Human One's sake.
Luke 6:35	Luke	6	35	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	But love your enemies, and do good, and lend, expecting nothing back; and your reward will be great, and you will be children of the Most High; for he is kind toward the unthankful and the unripe.
Luke 6:35	Luke	6	35	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	But love your enemies, and do good, and lend, expecting nothing back; and your reward will be great, and you will be children of the Most High; for he is kind toward the unthankful and the unripe.
Luke 6:45	Luke	6	45	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	The good person out of the good treasure of their heart brings out that which is good, and the unripe person out of the unripe treasure of their heart brings out what is unripe, for out of the abundance of the heart, their mouth speaks.
Luke 7:8	Luke	7	8	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"For I also am a person placed under authority, having under myself soldiers. I tell this one, 'Go!' and he goes; and to another, 'Come!' and he comes; and to my servant, 'Do this,' and he does it."""
Luke 7:15	Luke	7	15	GENERIC PRONOUN HIGH PRIORITY	HIGH	The one who; he; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	The one who was dead sat up, and began to speak. And he gave him to his mother.
Luke 7:19	Luke	7	19	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; himself; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"Yochanan, calling to himself two of his disciples, sent them to Yeshua, saying, ""Are you the one who is coming, or should we look for another?"""
Luke 7:20	Luke	7	20	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"When the men had come to him, they said, ""Yochanan the Baptizer has sent us to you, saying, 'Are you the one who comes, or should we look for another?'"""
Luke 7:21	Luke	7	21	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	In that hour he cured many of diseases and plagues and unripe spirits; and to many who were blind he gave sight.
Luke 8:2	Luke	8	2	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	and certain women who had been healed of unripe spirits and infirmities: Maryam who was called Magdalene, from whom seven demons had gone out;
Luke 9:11	Luke	9	11	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	But the multitudes, perceiving it, followed him. He welcomed them, and spoke to them of the reign of Elohim, and he cured those who needed healing.
Luke 9:38	Luke	9	38	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"Behold, a person from the crowd called out, saying, ""Teacher, I beg you to look at my son, for he is my only child."
Luke 9:50	Luke	9	50	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"Yeshua said to him, ""Don't forbid him, for the one who is not against us is for us."""
Luke 10:2	Luke	10	2	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	"Then he said to them, ""The harvest is indeed plentiful, but the laborers are few. Pray therefore to God of the harvest, that he may send out laborers into his harvest."
Luke 10:22	Luke	10	22	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"Turning to the disciples, he said, ""All things have been delivered to me by my Cosmic Parent. No one knows who the Son is, except the Cosmic Parent, and who the Cosmic Parent is, except the Son, and anyone to whom the Son desires to reveal the Cosmic Parent."""
Luke 10:37	Luke	10	37	GENERIC PRONOUN HIGH PRIORITY	HIGH	The one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"They said, ""The one who showed mercy on him."" Then Yeshua said to him, ""Go and do likewise."""
Luke 11:13	Luke	11	13	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	"If you then, being unripe and still able to sour, know how to give good gifts to your children, how much more will your heavenly Cosmic Parent give the Ruach of Elohim to those who seek from him?"""
Luke 11:22	Luke	11	22	GENERIC PRONOUN HIGH PRIORITY	HIGH	someone; he; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	But when someone stronger attacks him and overcomes him, they take from him his whole armor in which he trusted, and divide his spoils.
Luke 11:26	Luke	11	26	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	"Then it goes, and takes seven other spirits more unripe than itself, and they enter in and dwell there. The last state of that person becomes worse than the first."""
Luke 11:29	Luke	11	29	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	"When the multitudes were gathering together to him, he began to say, ""This is an unripe generation. It seeks after a sign. No sign will be given to it but the sign of Yonah, the prophet."
Luke 11:34	Luke	11	34	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	The lamp of the body is the eye. Therefore when your eye is good, your whole body is also full of light; but when it is unripe, your body also is full of darkness.
Luke 12:15	Luke	12	15	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"He said to them, ""Beware! Keep yourselves from covetousness, for a person's life doesn't consist of the abundance of the things which they possess."""
Luke 14:2	Luke	14	2	GENERIC-HUMAN HIGH PRIORITY	HIGH	man who	Universal/generic human language is explicitly male-coded and should be checked against Greek/Aramaic context for inclusive rendering.	Behold, a certain man who had dropsy was in front of him.
Luke 14:8	Luke	14	8	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""When you are invited by anyone to a marriage feast, don't sit in the best seat, since perhaps someone more honorable than you might be invited by him,"
Luke 14:12	Luke	14	12	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"They also said to the one who had invited him, ""When you make a dinner or a supper, don't call your friends, nor your brothers, nor your kinsmen, nor rich neighbors, or perhaps they might also return the favor, and pay you back."
Luke 14:15	Luke	14	15	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"When one of those who sat at the table with him heard these things, they said to him, ""Blessed is the one who will feast in the reign of Elohim!"""
