reference	book	chapter	verse	handledBook	category	priority	signals	reason	text
Exodus 36:35	Exodus	36	35	False	MASCULINE TERM REVIEW	REVIEW	workman	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He made the veil of blue, purple, scarlet, and fine twined linen: with cherubim. He made it the work of a skillful workman.
Exodus 38:23	Exodus	38	23	False	MASCULINE TERM REVIEW	REVIEW	workman	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	With him was Oholiab, the son of Ahisamach, of the tribe of Dan, an engraver, and a skillful workman, and an embroiderer in blue, in purple, in scarlet, and in fine linen.
Exodus 38:26	Exodus	38	26	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	a beka a head, that is, half a shekel, after the shekel of the sanctuary, for everyone who passed over to those who were numbered, from twenty years old and upward, for six hundred three thousand five hundred fifty men.
Exodus 39:3	Exodus	39	3	False	MASCULINE TERM REVIEW	REVIEW	workman	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	They beat the gold into thin plates, and cut it into wires, to work it in the blue, in the purple, in the scarlet, and in the fine linen, the work of the skillful workman.
Exodus 39:8	Exodus	39	8	False	MASCULINE TERM REVIEW	REVIEW	workman	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	He made the breastplate, the work of a skillful workman, like the work of the ephod; of gold, of blue, purple, scarlet, and fine twined linen.
Leviticus 2:1	Leviticus	2	1	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""'When anyone offers an offering of a meal offering to YHWH, their offering shall be of fine flour; and he shall pour oil on it, and put frankincense on it."
Leviticus 2:1	Leviticus	2	1	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	"""'When anyone offers an offering of a meal offering to YHWH, their offering shall be of fine flour; and he shall pour oil on it, and put frankincense on it."
Leviticus 3:6	Leviticus	3	6	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	"""'If his offering for a sacrifice of peace offerings to YHWH is from the flock; male or female, he shall offer it without blemish."
Leviticus 3:9	Leviticus	3	9	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	He shall offer from the sacrifice of peace offerings an offering made by fire to YHWH; its fat, the entire tail fat, he shall take away close to the backbone; and the fat that covers the inwards, and all the fat that is on the inwards,
Leviticus 4:4	Leviticus	4	4	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute; explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	He shall bring the bull to the door of the Tent of Meeting before YHWH; and he shall lay his hand on the head of the bull, and kill the bull before YHWH.
Leviticus 4:7	Leviticus	4	7	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	The priest shall put some of the blood on the horns of the altar of sweet incense before YHWH, which is in the tent of meeting; and he shall pour out all of rest of the blood of the bull at the base of the altar of burnt offering, which is at the door of the Tent of Meeting.
Leviticus 5:2	Leviticus	5	2	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""'Or if anyone touches any unclean thing, whether it is the carcass of an unclean animal, or the carcass of unclean livestock, or the carcass of unclean creeping things, and it is hidden from him, and they are unclean, then they shall be guilty."
Leviticus 5:3	Leviticus	5	3	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"""'Or if he touches the uncleanness of man, whatever his uncleanness is with which he is unclean, and it is hidden from him; when he knows of it, then he shall be guilty."
Leviticus 5:4	Leviticus	5	4	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	"""'Or if anyone swears rashly with their lips to do brokenness, or to do good, whatever it is that a person might utter rashly with an oath, and it is hidden from him; when he knows of it, then he shall be guilty of one of these."
Leviticus 5:4	Leviticus	5	4	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; he; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""'Or if anyone swears rashly with their lips to do brokenness, or to do good, whatever it is that a person might utter rashly with an oath, and it is hidden from him; when he knows of it, then he shall be guilty of one of these."
Leviticus 5:6	Leviticus	5	6	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	and he shall bring his trespass offering to YHWH for his sin which he has sinned, a female from the flock, a lamb or a goat, for a sin offering; and the priest shall make atonement for him concerning his sin.
Leviticus 5:15	Leviticus	5	15	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; he; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""If anyone commits a trespass, and sins unwittingly, in the holy things of YHWH; then he shall bring his trespass offering to YHWH, a ram without blemish from the flock, according to your estimation in silver by shekels, after the shekel of the sanctuary, for a trespass offering."
Leviticus 5:17	Leviticus	5	17	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; he; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"""If anyone sins, and does any of the things which YHWH has commanded not to be done; though he didn't know it, yet he is guilty, and shall bear his iniquity."
Leviticus 6:7	Leviticus	6	7	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	"The priest shall make atonement for him before YHWH, and he will be forgiven concerning whatever he does to become guilty."""
Leviticus 7:18	Leviticus	7	18	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	If any of the flesh of the sacrifice of their peace offerings is eaten on the third day, it will not be accepted, neither shall it be imputed to the one who offers it. It will be an abomination, and the soul who eats any of it will bear his iniquity.
Leviticus 7:20	Leviticus	7	20	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	but the soul who eats of the flesh of the sacrifice of peace offerings, that belongs to YHWH, having his uncleanness on him, that soul shall be cut off from his people.
Leviticus 7:21	Leviticus	7	21	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"When anyone touches any unclean thing, the uncleanness of man, or an unclean animal, or any unclean abomination, and eats some of the flesh of the sacrifice of peace offerings, which belong to YHWH, that soul shall be cut off from their people.'"""
Leviticus 7:25	Leviticus	7	25	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	For whoever eats the fat of the animal, of which men offer an offering made by fire to YHWH, even the soul who eats it shall be cut off from their people.
Leviticus 7:30	Leviticus	7	30	False	DIVINE-REFERENT REVIEW	HIGH	next-sentence-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	With his own hands he shall bring the offerings of YHWH made by fire. He shall bring the fat with the breast, that the breast may be waved for a wave offering before YHWH.
